n,implementation,repeat,overall_s,computation_s,prime_count,sha256,source
113000000,serial,1,15.241252,14.750167,6465061,95f8b694b6ffedd8c4fa1695ace1455b045855e0746c0e9f209ebbf84f3d78d3,dataset_113000000_130927\serial_run_1.txt
113000000,openmp,1,4.302901,3.789936,6465061,95f8b694b6ffedd8c4fa1695ace1455b045855e0746c0e9f209ebbf84f3d78d3,dataset_113000000_130927\openmp_run_1.txt
113000000,mpi,1,4.675442,3.703813,6465061,95f8b694b6ffedd8c4fa1695ace1455b045855e0746c0e9f209ebbf84f3d78d3,dataset_113000000_130927\mpi_run_1.txt
113000000,hybrid,1,1.942292,0.953106,6465061,95f8b694b6ffedd8c4fa1695ace1455b045855e0746c0e9f209ebbf84f3d78d3,dataset_113000000_130927\hybrid_run_1.txt
113000000,serial,2,16.053168,15.490052,6465061,95f8b694b6ffedd8c4fa1695ace1455b045855e0746c0e9f209ebbf84f3d78d3,dataset_113000000_130927\serial_run_2.txt
113000000,openmp,2,4.464289,3.790146,6465061,95f8b694b6ffedd8c4fa1695ace1455b045855e0746c0e9f209ebbf84f3d78d3,dataset_113000000_130927\openmp_run_2.txt
113000000,mpi,2,4.648179,3.692662,6465061,95f8b694b6ffedd8c4fa1695ace1455b045855e0746c0e9f209ebbf84f3d78d3,dataset_113000000_130927\mpi_run_2.txt
113000000,hybrid,2,2.070807,1.044093,6465061,95f8b694b6ffedd8c4fa1695ace1455b045855e0746c0e9f209ebbf84f3d78d3,dataset_113000000_130927\hybrid_run_2.txt
113000000,serial,3,15.326284,14.757813,6465061,95f8b694b6ffedd8c4fa1695ace1455b045855e0746c0e9f209ebbf84f3d78d3,dataset_113000000_130927\serial_run_3.txt
113000000,openmp,3,4.291536,3.787867,6465061,95f8b694b6ffedd8c4fa1695ace1455b045855e0746c0e9f209ebbf84f3d78d3,dataset_113000000_130927\openmp_run_3.txt
113000000,mpi,3,4.724045,3.734171,6465061,95f8b694b6ffedd8c4fa1695ace1455b045855e0746c0e9f209ebbf84f3d78d3,dataset_113000000_130927\mpi_run_3.txt
113000000,hybrid,3,1.99863,0.934282,6465061,95f8b694b6ffedd8c4fa1695ace1455b045855e0746c0e9f209ebbf84f3d78d3,dataset_113000000_130927\hybrid_run_3.txt
114000000,serial,1,15.842236,15.317576,6518853,54ad17cdb7c039b01d72f74693f08d2683e638e95812665248815875218ee325,dataset_114000000_130928\serial_run_1.txt
114000000,openmp,1,4.358504,3.830327,6518853,54ad17cdb7c039b01d72f74693f08d2683e638e95812665248815875218ee325,dataset_114000000_130928\openmp_run_1.txt
114000000,mpi,1,4.688716,3.747076,6518853,54ad17cdb7c039b01d72f74693f08d2683e638e95812665248815875218ee325,dataset_114000000_130928\mpi_run_1.txt
114000000,hybrid,1,2.123652,1.063003,6518853,54ad17cdb7c039b01d72f74693f08d2683e638e95812665248815875218ee325,dataset_114000000_130928\hybrid_run_1.txt
114000000,serial,2,15.48463,14.932755,6518853,54ad17cdb7c039b01d72f74693f08d2683e638e95812665248815875218ee325,dataset_114000000_130928\serial_run_2.txt
114000000,openmp,2,4.412146,3.836249,6518853,54ad17cdb7c039b01d72f74693f08d2683e638e95812665248815875218ee325,dataset_114000000_130928\openmp_run_2.txt
114000000,mpi,2,4.811749,3.75773,6518853,54ad17cdb7c039b01d72f74693f08d2683e638e95812665248815875218ee325,dataset_114000000_130928\mpi_run_2.txt
114000000,hybrid,2,2.084396,0.979338,6518853,54ad17cdb7c039b01d72f74693f08d2683e638e95812665248815875218ee325,dataset_114000000_130928\hybrid_run_2.txt
114000000,serial,3,15.531657,14.947284,6518853,54ad17cdb7c039b01d72f74693f08d2683e638e95812665248815875218ee325,dataset_114000000_130928\serial_run_3.txt
114000000,openmp,3,4.423843,3.84526,6518853,54ad17cdb7c039b01d72f74693f08d2683e638e95812665248815875218ee325,dataset_114000000_130928\openmp_run_3.txt
114000000,mpi,3,4.749036,3.742369,6518853,54ad17cdb7c039b01d72f74693f08d2683e638e95812665248815875218ee325,dataset_114000000_130928\mpi_run_3.txt
114000000,hybrid,3,2.018636,1.017705,6518853,54ad17cdb7c039b01d72f74693f08d2683e638e95812665248815875218ee325,dataset_114000000_130928\hybrid_run_3.txt
115000000,serial,1,15.629263,15.115405,6572650,48b1e552983da98fd7716e17ee421dfd40653cb9bd1efae094761dc23df374bb,dataset_115000000_130929\serial_run_1.txt
115000000,openmp,1,4.423985,3.87975,6572650,48b1e552983da98fd7716e17ee421dfd40653cb9bd1efae094761dc23df374bb,dataset_115000000_130929\openmp_run_1.txt
115000000,mpi,1,4.750198,3.782161,6572650,48b1e552983da98fd7716e17ee421dfd40653cb9bd1efae094761dc23df374bb,dataset_115000000_130929\mpi_run_1.txt
115000000,hybrid,1,1.958122,0.959664,6572650,48b1e552983da98fd7716e17ee421dfd40653cb9bd1efae094761dc23df374bb,dataset_115000000_130929\hybrid_run_1.txt
115000000,serial,2,15.617398,15.105743,6572650,48b1e552983da98fd7716e17ee421dfd40653cb9bd1efae094761dc23df374bb,dataset_115000000_130929\serial_run_2.txt
115000000,openmp,2,4.381186,3.879377,6572650,48b1e552983da98fd7716e17ee421dfd40653cb9bd1efae094761dc23df374bb,dataset_115000000_130929\openmp_run_2.txt
115000000,mpi,2,4.686948,3.791843,6572650,48b1e552983da98fd7716e17ee421dfd40653cb9bd1efae094761dc23df374bb,dataset_115000000_130929\mpi_run_2.txt
115000000,hybrid,2,1.925132,0.977324,6572650,48b1e552983da98fd7716e17ee421dfd40653cb9bd1efae094761dc23df374bb,dataset_115000000_130929\hybrid_run_2.txt
115000000,serial,3,15.782261,15.327659,6572650,48b1e552983da98fd7716e17ee421dfd40653cb9bd1efae094761dc23df374bb,dataset_115000000_130929\serial_run_3.txt
115000000,openmp,3,4.387064,3.877655,6572650,48b1e552983da98fd7716e17ee421dfd40653cb9bd1efae094761dc23df374bb,dataset_115000000_130929\openmp_run_3.txt
115000000,mpi,3,4.991368,3.89153,6572650,48b1e552983da98fd7716e17ee421dfd40653cb9bd1efae094761dc23df374bb,dataset_115000000_130929\mpi_run_3.txt
115000000,hybrid,3,2.282471,1.0488,6572650,48b1e552983da98fd7716e17ee421dfd40653cb9bd1efae094761dc23df374bb,dataset_115000000_130929\hybrid_run_3.txt
116000000,serial,1,15.893392,15.407036,6626563,f619dff628d0e68eff65924968f39ca3c77c187ed1c4fdcd86896cdd815715d1,dataset_116000000_130930\serial_run_1.txt
116000000,openmp,1,4.469658,3.924945,6626563,f619dff628d0e68eff65924968f39ca3c77c187ed1c4fdcd86896cdd815715d1,dataset_116000000_130930\openmp_run_1.txt
116000000,mpi,1,4.736803,3.832334,6626563,f619dff628d0e68eff65924968f39ca3c77c187ed1c4fdcd86896cdd815715d1,dataset_116000000_130930\mpi_run_1.txt
116000000,hybrid,1,1.955982,0.988535,6626563,f619dff628d0e68eff65924968f39ca3c77c187ed1c4fdcd86896cdd815715d1,dataset_116000000_130930\hybrid_run_1.txt
116000000,serial,2,15.903524,15.275015,6626563,f619dff628d0e68eff65924968f39ca3c77c187ed1c4fdcd86896cdd815715d1,dataset_116000000_130930\serial_run_2.txt
116000000,openmp,2,4.428128,3.919449,6626563,f619dff628d0e68eff65924968f39ca3c77c187ed1c4fdcd86896cdd815715d1,dataset_116000000_130930\openmp_run_2.txt
116000000,mpi,2,4.916135,4.006082,6626563,f619dff628d0e68eff65924968f39ca3c77c187ed1c4fdcd86896cdd815715d1,dataset_116000000_130930\mpi_run_2.txt
116000000,hybrid,2,1.977047,1.011843,6626563,f619dff628d0e68eff65924968f39ca3c77c187ed1c4fdcd86896cdd815715d1,dataset_116000000_130930\hybrid_run_2.txt
116000000,serial,3,15.809475,15.351248,6626563,f619dff628d0e68eff65924968f39ca3c77c187ed1c4fdcd86896cdd815715d1,dataset_116000000_130930\serial_run_3.txt
116000000,openmp,3,4.428081,3.926001,6626563,f619dff628d0e68eff65924968f39ca3c77c187ed1c4fdcd86896cdd815715d1,dataset_116000000_130930\openmp_run_3.txt
116000000,mpi,3,4.736802,3.826874,6626563,f619dff628d0e68eff65924968f39ca3c77c187ed1c4fdcd86896cdd815715d1,dataset_116000000_130930\mpi_run_3.txt
116000000,hybrid,3,1.966989,0.967099,6626563,f619dff628d0e68eff65924968f39ca3c77c187ed1c4fdcd86896cdd815715d1,dataset_116000000_130930\hybrid_run_3.txt
117000000,serial,1,15.937899,15.480725,6680446,3cf65032ab02f1dfb8a43c8b85373503e103374f64836db174f36ddb13aafdd4,dataset_117000000_130931\serial_run_1.txt
117000000,openmp,1,4.504077,3.976295,6680446,3cf65032ab02f1dfb8a43c8b85373503e103374f64836db174f36ddb13aafdd4,dataset_117000000_130931\openmp_run_1.txt
117000000,mpi,1,4.816079,3.888895,6680446,3cf65032ab02f1dfb8a43c8b85373503e103374f64836db174f36ddb13aafdd4,dataset_117000000_130931\mpi_run_1.txt
117000000,hybrid,1,2.044207,1.03416,6680446,3cf65032ab02f1dfb8a43c8b85373503e103374f64836db174f36ddb13aafdd4,dataset_117000000_130931\hybrid_run_1.txt
117000000,serial,2,15.942586,15.46453,6680446,3cf65032ab02f1dfb8a43c8b85373503e103374f64836db174f36ddb13aafdd4,dataset_117000000_130931\serial_run_2.txt
117000000,openmp,2,4.470057,3.972036,6680446,3cf65032ab02f1dfb8a43c8b85373503e103374f64836db174f36ddb13aafdd4,dataset_117000000_130931\openmp_run_2.txt
117000000,mpi,2,4.952715,3.975404,6680446,3cf65032ab02f1dfb8a43c8b85373503e103374f64836db174f36ddb13aafdd4,dataset_117000000_130931\mpi_run_2.txt
117000000,hybrid,2,2.100999,0.994443,6680446,3cf65032ab02f1dfb8a43c8b85373503e103374f64836db174f36ddb13aafdd4,dataset_117000000_130931\hybrid_run_2.txt
117000000,serial,3,16.147058,15.660359,6680446,3cf65032ab02f1dfb8a43c8b85373503e103374f64836db174f36ddb13aafdd4,dataset_117000000_130931\serial_run_3.txt
117000000,openmp,3,4.498095,3.9711,6680446,3cf65032ab02f1dfb8a43c8b85373503e103374f64836db174f36ddb13aafdd4,dataset_117000000_130931\openmp_run_3.txt
117000000,mpi,3,4.867986,3.875796,6680446,3cf65032ab02f1dfb8a43c8b85373503e103374f64836db174f36ddb13aafdd4,dataset_117000000_130931\mpi_run_3.txt
117000000,hybrid,3,2.114634,1.070121,6680446,3cf65032ab02f1dfb8a43c8b85373503e103374f64836db174f36ddb13aafdd4,dataset_117000000_130931\hybrid_run_3.txt
118000000,serial,1,17.170285,16.267607,6734218,9d76d01596dbae02e563d00ec8f4b6e5824f7d431bbf15f0de22e126e3310c74,dataset_118000000_130932\serial_run_1.txt
118000000,openmp,1,5.060928,4.012978,6734218,9d76d01596dbae02e563d00ec8f4b6e5824f7d431bbf15f0de22e126e3310c74,dataset_118000000_130932\openmp_run_1.txt
118000000,mpi,1,4.911652,3.922079,6734218,9d76d01596dbae02e563d00ec8f4b6e5824f7d431bbf15f0de22e126e3310c74,dataset_118000000_130932\mpi_run_1.txt
118000000,hybrid,1,2.222544,1.134247,6734218,9d76d01596dbae02e563d00ec8f4b6e5824f7d431bbf15f0de22e126e3310c74,dataset_118000000_130932\hybrid_run_1.txt
118000000,serial,2,16.117872,15.635956,6734218,9d76d01596dbae02e563d00ec8f4b6e5824f7d431bbf15f0de22e126e3310c74,dataset_118000000_130932\serial_run_2.txt
118000000,openmp,2,4.619843,4.022366,6734218,9d76d01596dbae02e563d00ec8f4b6e5824f7d431bbf15f0de22e126e3310c74,dataset_118000000_130932\openmp_run_2.txt
118000000,mpi,2,4.912013,3.920865,6734218,9d76d01596dbae02e563d00ec8f4b6e5824f7d431bbf15f0de22e126e3310c74,dataset_118000000_130932\mpi_run_2.txt
118000000,hybrid,2,2.026515,0.985775,6734218,9d76d01596dbae02e563d00ec8f4b6e5824f7d431bbf15f0de22e126e3310c74,dataset_118000000_130932\hybrid_run_2.txt
118000000,serial,3,16.177588,15.658919,6734218,9d76d01596dbae02e563d00ec8f4b6e5824f7d431bbf15f0de22e126e3310c74,dataset_118000000_130932\serial_run_3.txt
118000000,openmp,3,4.530673,4.006628,6734218,9d76d01596dbae02e563d00ec8f4b6e5824f7d431bbf15f0de22e126e3310c74,dataset_118000000_130932\openmp_run_3.txt
118000000,mpi,3,4.944334,3.93,6734218,9d76d01596dbae02e563d00ec8f4b6e5824f7d431bbf15f0de22e126e3310c74,dataset_118000000_130932\mpi_run_3.txt
118000000,hybrid,3,2.408001,1.377376,6734218,9d76d01596dbae02e563d00ec8f4b6e5824f7d431bbf15f0de22e126e3310c74,dataset_118000000_130932\hybrid_run_3.txt
119000000,serial,1,16.800076,16.219925,6787896,109448c84a84211904fe7b7c8f438684d59bc652a84bdf50becb2c4f9e625ccb,dataset_119000000_130933\serial_run_1.txt
119000000,openmp,1,4.769388,4.234019,6787896,109448c84a84211904fe7b7c8f438684d59bc652a84bdf50becb2c4f9e625ccb,dataset_119000000_130933\openmp_run_1.txt
119000000,mpi,1,4.943018,3.966949,6787896,109448c84a84211904fe7b7c8f438684d59bc652a84bdf50becb2c4f9e625ccb,dataset_119000000_130933\mpi_run_1.txt
119000000,hybrid,1,2.216176,1.209339,6787896,109448c84a84211904fe7b7c8f438684d59bc652a84bdf50becb2c4f9e625ccb,dataset_119000000_130933\hybrid_run_1.txt
119000000,serial,2,16.748049,16.27414,6787896,109448c84a84211904fe7b7c8f438684d59bc652a84bdf50becb2c4f9e625ccb,dataset_119000000_130933\serial_run_2.txt
119000000,openmp,2,4.659623,4.153322,6787896,109448c84a84211904fe7b7c8f438684d59bc652a84bdf50becb2c4f9e625ccb,dataset_119000000_130933\openmp_run_2.txt
119000000,mpi,2,5.032415,3.96041,6787896,109448c84a84211904fe7b7c8f438684d59bc652a84bdf50becb2c4f9e625ccb,dataset_119000000_130933\mpi_run_2.txt
119000000,hybrid,2,2.410674,1.274844,6787896,109448c84a84211904fe7b7c8f438684d59bc652a84bdf50becb2c4f9e625ccb,dataset_119000000_130933\hybrid_run_2.txt
119000000,serial,3,16.365089,15.824959,6787896,109448c84a84211904fe7b7c8f438684d59bc652a84bdf50becb2c4f9e625ccb,dataset_119000000_130933\serial_run_3.txt
119000000,openmp,3,4.690542,4.06215,6787896,109448c84a84211904fe7b7c8f438684d59bc652a84bdf50becb2c4f9e625ccb,dataset_119000000_130933\openmp_run_3.txt
119000000,mpi,3,4.990464,3.967093,6787896,109448c84a84211904fe7b7c8f438684d59bc652a84bdf50becb2c4f9e625ccb,dataset_119000000_130933\mpi_run_3.txt
119000000,hybrid,3,2.278485,1.185827,6787896,109448c84a84211904fe7b7c8f438684d59bc652a84bdf50becb2c4f9e625ccb,dataset_119000000_130933\hybrid_run_3.txt
120000000,serial,1,16.644498,16.023437,6841648,c80d4f89c26a4796c370349fb1cce67fc1880f2564220be45083ecca191beea6,dataset_120000000_130934\serial_run_1.txt
120000000,openmp,1,4.809868,4.130315,6841648,c80d4f89c26a4796c370349fb1cce67fc1880f2564220be45083ecca191beea6,dataset_120000000_130934\openmp_run_1.txt
120000000,mpi,1,5.05833,4.006371,6841648,c80d4f89c26a4796c370349fb1cce67fc1880f2564220be45083ecca191beea6,dataset_120000000_130934\mpi_run_1.txt
120000000,hybrid,1,2.475052,1.257384,6841648,c80d4f89c26a4796c370349fb1cce67fc1880f2564220be45083ecca191beea6,dataset_120000000_130934\hybrid_run_1.txt
120000000,serial,2,16.588917,16.016057,6841648,c80d4f89c26a4796c370349fb1cce67fc1880f2564220be45083ecca191beea6,dataset_120000000_130934\serial_run_2.txt
120000000,openmp,2,4.798198,4.128165,6841648,c80d4f89c26a4796c370349fb1cce67fc1880f2564220be45083ecca191beea6,dataset_120000000_130934\openmp_run_2.txt
120000000,mpi,2,4.987931,4.007456,6841648,c80d4f89c26a4796c370349fb1cce67fc1880f2564220be45083ecca191beea6,dataset_120000000_130934\mpi_run_2.txt
120000000,hybrid,2,2.112924,1.023947,6841648,c80d4f89c26a4796c370349fb1cce67fc1880f2564220be45083ecca191beea6,dataset_120000000_130934\hybrid_run_2.txt
120000000,serial,3,16.560646,16.007757,6841648,c80d4f89c26a4796c370349fb1cce67fc1880f2564220be45083ecca191beea6,dataset_120000000_130934\serial_run_3.txt
120000000,openmp,3,4.727613,4.159903,6841648,c80d4f89c26a4796c370349fb1cce67fc1880f2564220be45083ecca191beea6,dataset_120000000_130934\openmp_run_3.txt
120000000,mpi,3,5.070681,4.010707,6841648,c80d4f89c26a4796c370349fb1cce67fc1880f2564220be45083ecca191beea6,dataset_120000000_130934\mpi_run_3.txt
120000000,hybrid,3,2.141495,1.015766,6841648,c80d4f89c26a4796c370349fb1cce67fc1880f2564220be45083ecca191beea6,dataset_120000000_130934\hybrid_run_3.txt
121000000,serial,1,17.095038,16.493706,6895267,c96dbb66f0dfb8378a5bc7202cfdab0657d27754b785010d288f4eca02aa9038,dataset_121000000_130935\serial_run_1.txt
121000000,openmp,1,5.20097,4.480655,6895267,c96dbb66f0dfb8378a5bc7202cfdab0657d27754b785010d288f4eca02aa9038,dataset_121000000_130935\openmp_run_1.txt
121000000,mpi,1,5.606567,4.542532,6895267,c96dbb66f0dfb8378a5bc7202cfdab0657d27754b785010d288f4eca02aa9038,dataset_121000000_130935\mpi_run_1.txt
121000000,hybrid,1,2.073789,1.02039,6895267,c96dbb66f0dfb8378a5bc7202cfdab0657d27754b785010d288f4eca02aa9038,dataset_121000000_130935\hybrid_run_1.txt
121000000,serial,2,17.136983,16.613457,6895267,c96dbb66f0dfb8378a5bc7202cfdab0657d27754b785010d288f4eca02aa9038,dataset_121000000_130935\serial_run_2.txt
121000000,openmp,2,4.705769,4.158059,6895267,c96dbb66f0dfb8378a5bc7202cfdab0657d27754b785010d288f4eca02aa9038,dataset_121000000_130935\openmp_run_2.txt
121000000,mpi,2,5.179809,4.244444,6895267,c96dbb66f0dfb8378a5bc7202cfdab0657d27754b785010d288f4eca02aa9038,dataset_121000000_130935\mpi_run_2.txt
121000000,hybrid,2,2.726992,1.021859,6895267,c96dbb66f0dfb8378a5bc7202cfdab0657d27754b785010d288f4eca02aa9038,dataset_121000000_130935\hybrid_run_2.txt
121000000,serial,3,17.070694,16.30892,6895267,c96dbb66f0dfb8378a5bc7202cfdab0657d27754b785010d288f4eca02aa9038,dataset_121000000_130935\serial_run_3.txt
121000000,openmp,3,4.95832,4.373251,6895267,c96dbb66f0dfb8378a5bc7202cfdab0657d27754b785010d288f4eca02aa9038,dataset_121000000_130935\openmp_run_3.txt
121000000,mpi,3,6.095889,5.119302,6895267,c96dbb66f0dfb8378a5bc7202cfdab0657d27754b785010d288f4eca02aa9038,dataset_121000000_130935\mpi_run_3.txt
121000000,hybrid,3,2.419108,1.208018,6895267,c96dbb66f0dfb8378a5bc7202cfdab0657d27754b785010d288f4eca02aa9038,dataset_121000000_130935\hybrid_run_3.txt
122000000,serial,1,16.983739,16.412191,6949036,5a97e3a5374207b87bf0ae1b1e7a94d52b61d6e0026af47cf09e44cf0d715c3d,dataset_122000000_130936\serial_run_1.txt
122000000,openmp,1,4.762096,4.194962,6949036,5a97e3a5374207b87bf0ae1b1e7a94d52b61d6e0026af47cf09e44cf0d715c3d,dataset_122000000_130936\openmp_run_1.txt
122000000,mpi,1,5.094415,4.095619,6949036,5a97e3a5374207b87bf0ae1b1e7a94d52b61d6e0026af47cf09e44cf0d715c3d,dataset_122000000_130936\mpi_run_1.txt
122000000,hybrid,1,2.116077,1.04136,6949036,5a97e3a5374207b87bf0ae1b1e7a94d52b61d6e0026af47cf09e44cf0d715c3d,dataset_122000000_130936\hybrid_run_1.txt
122000000,serial,2,16.921446,16.356382,6949036,5a97e3a5374207b87bf0ae1b1e7a94d52b61d6e0026af47cf09e44cf0d715c3d,dataset_122000000_130936\serial_run_2.txt
122000000,openmp,2,4.894206,4.224576,6949036,5a97e3a5374207b87bf0ae1b1e7a94d52b61d6e0026af47cf09e44cf0d715c3d,dataset_122000000_130936\openmp_run_2.txt
122000000,mpi,2,5.236778,4.11743,6949036,5a97e3a5374207b87bf0ae1b1e7a94d52b61d6e0026af47cf09e44cf0d715c3d,dataset_122000000_130936\mpi_run_2.txt
122000000,hybrid,2,2.204785,1.061548,6949036,5a97e3a5374207b87bf0ae1b1e7a94d52b61d6e0026af47cf09e44cf0d715c3d,dataset_122000000_130936\hybrid_run_2.txt
122000000,serial,3,16.929569,16.357497,6949036,5a97e3a5374207b87bf0ae1b1e7a94d52b61d6e0026af47cf09e44cf0d715c3d,dataset_122000000_130936\serial_run_3.txt
122000000,openmp,3,4.761198,4.221606,6949036,5a97e3a5374207b87bf0ae1b1e7a94d52b61d6e0026af47cf09e44cf0d715c3d,dataset_122000000_130936\openmp_run_3.txt
122000000,mpi,3,5.068342,4.095794,6949036,5a97e3a5374207b87bf0ae1b1e7a94d52b61d6e0026af47cf09e44cf0d715c3d,dataset_122000000_130936\mpi_run_3.txt
122000000,hybrid,3,2.116478,1.04053,6949036,5a97e3a5374207b87bf0ae1b1e7a94d52b61d6e0026af47cf09e44cf0d715c3d,dataset_122000000_130936\hybrid_run_3.txt
123000000,serial,1,17.057699,16.579479,7002672,97cd2a3c328885fa8e221053afedbee8062d1c3da1f76684a915f693b3962957,dataset_123000000_130937\serial_run_1.txt
123000000,openmp,1,4.893897,4.347723,7002672,97cd2a3c328885fa8e221053afedbee8062d1c3da1f76684a915f693b3962957,dataset_123000000_130937\openmp_run_1.txt
123000000,mpi,1,5.122894,4.175634,7002672,97cd2a3c328885fa8e221053afedbee8062d1c3da1f76684a915f693b3962957,dataset_123000000_130937\mpi_run_1.txt
123000000,hybrid,1,2.093543,1.063682,7002672,97cd2a3c328885fa8e221053afedbee8062d1c3da1f76684a915f693b3962957,dataset_123000000_130937\hybrid_run_1.txt
123000000,serial,2,17.004606,16.547745,7002672,97cd2a3c328885fa8e221053afedbee8062d1c3da1f76684a915f693b3962957,dataset_123000000_130937\serial_run_2.txt
123000000,openmp,2,4.795674,4.288716,7002672,97cd2a3c328885fa8e221053afedbee8062d1c3da1f76684a915f693b3962957,dataset_123000000_130937\openmp_run_2.txt
123000000,mpi,2,5.110598,4.143322,7002672,97cd2a3c328885fa8e221053afedbee8062d1c3da1f76684a915f693b3962957,dataset_123000000_130937\mpi_run_2.txt
123000000,hybrid,2,2.065054,1.056342,7002672,97cd2a3c328885fa8e221053afedbee8062d1c3da1f76684a915f693b3962957,dataset_123000000_130937\hybrid_run_2.txt
123000000,serial,3,17.089525,16.618492,7002672,97cd2a3c328885fa8e221053afedbee8062d1c3da1f76684a915f693b3962957,dataset_123000000_130937\serial_run_3.txt
123000000,openmp,3,4.798478,4.30533,7002672,97cd2a3c328885fa8e221053afedbee8062d1c3da1f76684a915f693b3962957,dataset_123000000_130937\openmp_run_3.txt
123000000,mpi,3,5.088079,4.155889,7002672,97cd2a3c328885fa8e221053afedbee8062d1c3da1f76684a915f693b3962957,dataset_123000000_130937\mpi_run_3.txt
123000000,hybrid,3,2.085408,1.057847,7002672,97cd2a3c328885fa8e221053afedbee8062d1c3da1f76684a915f693b3962957,dataset_123000000_130937\hybrid_run_3.txt
124000000,serial,1,17.256454,16.722558,7056480,8c5cea01e2b9fd575d7a5c1dbf8b74719fa8a8d77c715958706758d91b88476f,dataset_124000000_130938\serial_run_1.txt
124000000,openmp,1,4.893952,4.316745,7056480,8c5cea01e2b9fd575d7a5c1dbf8b74719fa8a8d77c715958706758d91b88476f,dataset_124000000_130938\openmp_run_1.txt
124000000,mpi,1,5.326939,4.247246,7056480,8c5cea01e2b9fd575d7a5c1dbf8b74719fa8a8d77c715958706758d91b88476f,dataset_124000000_130938\mpi_run_1.txt
124000000,hybrid,1,2.624748,1.343769,7056480,8c5cea01e2b9fd575d7a5c1dbf8b74719fa8a8d77c715958706758d91b88476f,dataset_124000000_130938\hybrid_run_1.txt
124000000,serial,2,18.460462,17.832631,7056480,8c5cea01e2b9fd575d7a5c1dbf8b74719fa8a8d77c715958706758d91b88476f,dataset_124000000_130938\serial_run_2.txt
124000000,openmp,2,5.127129,4.534959,7056480,8c5cea01e2b9fd575d7a5c1dbf8b74719fa8a8d77c715958706758d91b88476f,dataset_124000000_130938\openmp_run_2.txt
124000000,mpi,2,5.484875,4.403701,7056480,8c5cea01e2b9fd575d7a5c1dbf8b74719fa8a8d77c715958706758d91b88476f,dataset_124000000_130938\mpi_run_2.txt
124000000,hybrid,2,2.971533,1.608505,7056480,8c5cea01e2b9fd575d7a5c1dbf8b74719fa8a8d77c715958706758d91b88476f,dataset_124000000_130938\hybrid_run_2.txt
124000000,serial,3,19.446232,18.825292,7056480,8c5cea01e2b9fd575d7a5c1dbf8b74719fa8a8d77c715958706758d91b88476f,dataset_124000000_130938\serial_run_3.txt
124000000,openmp,3,4.952596,4.342996,7056480,8c5cea01e2b9fd575d7a5c1dbf8b74719fa8a8d77c715958706758d91b88476f,dataset_124000000_130938\openmp_run_3.txt
124000000,mpi,3,5.443785,4.269308,7056480,8c5cea01e2b9fd575d7a5c1dbf8b74719fa8a8d77c715958706758d91b88476f,dataset_124000000_130938\mpi_run_3.txt
124000000,hybrid,3,2.775661,1.519653,7056480,8c5cea01e2b9fd575d7a5c1dbf8b74719fa8a8d77c715958706758d91b88476f,dataset_124000000_130938\hybrid_run_3.txt
125000000,serial,1,17.464809,16.90903,7110142,8b21c6b82f04d0c7db58ee8a1d6d574297ebde4053142bad2779a40490b3d388,dataset_125000000_130939\serial_run_1.txt
125000000,openmp,1,4.932963,4.359533,7110142,8b21c6b82f04d0c7db58ee8a1d6d574297ebde4053142bad2779a40490b3d388,dataset_125000000_130939\openmp_run_1.txt
125000000,mpi,1,5.259015,4.23681,7110142,8b21c6b82f04d0c7db58ee8a1d6d574297ebde4053142bad2779a40490b3d388,dataset_125000000_130939\mpi_run_1.txt
125000000,hybrid,1,2.180866,1.074499,7110142,8b21c6b82f04d0c7db58ee8a1d6d574297ebde4053142bad2779a40490b3d388,dataset_125000000_130939\hybrid_run_1.txt
125000000,serial,2,17.543139,16.903544,7110142,8b21c6b82f04d0c7db58ee8a1d6d574297ebde4053142bad2779a40490b3d388,dataset_125000000_130939\serial_run_2.txt
125000000,openmp,2,4.904577,4.338241,7110142,8b21c6b82f04d0c7db58ee8a1d6d574297ebde4053142bad2779a40490b3d388,dataset_125000000_130939\openmp_run_2.txt
125000000,mpi,2,5.303467,4.236394,7110142,8b21c6b82f04d0c7db58ee8a1d6d574297ebde4053142bad2779a40490b3d388,dataset_125000000_130939\mpi_run_2.txt
125000000,hybrid,2,2.184412,1.077194,7110142,8b21c6b82f04d0c7db58ee8a1d6d574297ebde4053142bad2779a40490b3d388,dataset_125000000_130939\hybrid_run_2.txt
125000000,serial,3,17.51841,16.918557,7110142,8b21c6b82f04d0c7db58ee8a1d6d574297ebde4053142bad2779a40490b3d388,dataset_125000000_130939\serial_run_3.txt
125000000,openmp,3,4.980932,4.351501,7110142,8b21c6b82f04d0c7db58ee8a1d6d574297ebde4053142bad2779a40490b3d388,dataset_125000000_130939\openmp_run_3.txt
125000000,mpi,3,5.312184,4.239135,7110142,8b21c6b82f04d0c7db58ee8a1d6d574297ebde4053142bad2779a40490b3d388,dataset_125000000_130939\mpi_run_3.txt
125000000,hybrid,3,2.286387,1.078992,7110142,8b21c6b82f04d0c7db58ee8a1d6d574297ebde4053142bad2779a40490b3d388,dataset_125000000_130939\hybrid_run_3.txt
126000000,serial,1,17.764023,17.129186,7163814,2fdfa4d0e152280e41dd3c9114b1799659e9b17434da61f49260a342fbaac93c,dataset_126000000_130940\serial_run_1.txt
126000000,openmp,1,5.027362,4.402947,7163814,2fdfa4d0e152280e41dd3c9114b1799659e9b17434da61f49260a342fbaac93c,dataset_126000000_130940\openmp_run_1.txt
